IX,IY,IZ,CU,AU,density,economic value process,economic value waste
11,45,8,0,0,2.26667,-299880,-55080
11,45,9,0,0,2.26667,-299880,-55080
11,45,10,0,0,2.26667,-299880,-55080
11,45,11,0,0,2.26667,-299880,-55080
11,45,12,0,0,2.26667,-299880,-55080
11,45,13,0,0,2.26667,-299880,-55080
11,45,14,0,0,2.26667,-299880,-55080
11,45,15,0,0,0.48859,-64640.5,-11872.7
11,46,1,0,0,2.26667,-299880,-55080
11,46,2,0,0,2.26667,-299880,-55080
11,46,3,0,0,2.26667,-299880,-55080
11,46,4,0,0,2.26667,-299880,-55080
11,46,5,0,0,2.26667,-299880,-55080
11,46,6,0,0,2.26667,-299880,-55080
11,46,7,0,0,2.26667,-299880,-55080
11,46,8,0,0,2.26667,-299880,-55080
11,46,9,0,0,2.26667,-299880,-55080
11,46,10,0,0,2.26667,-299880,-55080
11,46,11,0,0,2.26667,-299880,-55080
11,46,12,0,0,2.26667,-299880,-55080
11,46,13,0,0,2.26667,-299880,-55080
11,46,14,0,0,2.26667,-299880,-55080
11,46,15,0,0,0.473389,-62629.4,-11503.4
11,47,1,0,0,2.26667,-299880,-55080
11,47,2,0,0,2.26667,-299880,-55080
11,47,3,0,0,2.26667,-299880,-55080
11,47,4,0,0,2.26667,-299880,-55080
11,47,5,0,0,2.26667,-299880,-55080
11,47,6,0,0,2.26667,-299880,-55080
11,47,7,0,0,2.26667,-299880,-55080
11,47,8,0,0,2.26667,-299880,-55080
11,47,9,0,0,2.26667,-299880,-55080
11,47,10,0,0,2.26667,-299880,-55080
11,47,11,0,0,2.26667,-299880,-55080
11,47,12,0,0,2.26667,-299880,-55080
11,47,13,0,0,2.26667,-299880,-55080
11,47,14,0,0,2.26667,-299880,-55080
11,47,15,0,0,0.415763,-55005.4,-10103
11,48,1,0,0,2.26667,-299880,-55080
11,48,2,0,0,2.26667,-299880,-55080
11,48,3,0,0,2.26667,-299880,-55080
11,48,4,0,0,2.26667,-299880,-55080
11,48,5,0,0,2.26667,-299880,-55080
11,48,6,0,0,2.26667,-299880,-55080
11,48,7,0,0,2.26667,-299880,-55080
11,48,8,0,0,2.26667,-299880,-55080
11,48,9,0,0,2.26667,-299880,-55080
11,48,10,0,0,2.26667,-299880,-55080
11,48,11,0,0,2.26667,-299880,-55080
11,48,12,0,0,2.26667,-299880,-55080
11,48,13,0,0,2.26667,-299880,-55080
11,48,14,0,0,2.26667,-299880,-55080
11,48,15,0,0,0.346526,-45845.4,-8420.58
11,49,1,0,0,2.26667,-299880,-55080
11,49,2,0,0,2.26667,-299880,-55080
11,49,3,0,0,2.26667,-299880,-55080
11,49,4,0,0,2.26667,-299880,-55080
11,49,5,0,0,2.26667,-299880,-55080
11,49,6,0,0,2.26667,-299880,-55080
11,49,7,0,0,2.26667,-299880,-55080
11,49,8,0,0,2.26667,-299880,-55080
11,49,9,0,0,2.26667,-299880,-55080
11,49,10,0,0,2.26667,-299880,-55080
11,49,11,0,0,2.26667,-299880,-55080
11,49,12,0,0,2.26667,-299880,-55080
11,49,13,0,0,2.26667,-299880,-55080
11,49,14,0,0,2.26667,-299880,-55080
11,49,15,0,0,0.238921,-31609.3,-5805.78
11,50,1,0,0,2.26667,-299880,-55080
11,50,2,0,0,2.26667,-299880,-55080
11,50,3,0,0,2.26667,-299880,-55080
11,50,4,0,0,2.26667,-299880,-55080
11,50,5,0,0,2.26667,-299880,-55080
11,50,6,0,0,2.26667,-299880,-55080
11,50,7,0,0,2.26667,-299880,-55080
11,50,8,0,0,2.26667,-299880,-55080
11,50,9,0,0,2.26667,-299880,-55080
11,50,10,0,0,2.26667,-299880,-55080
11,50,11,0,0,2.26667,-299880,-55080
11,50,12,0,0,2.26667,-299880,-55080
11,50,13,0,0,2.26667,-299880,-55080
11,50,14,0,0,2.26667,-299880,-55080
11,50,15,0,0,0.121001,-16008.5,-2940.33
11,51,1,0,0,2.26667,-299880,-55080
11,51,2,0,0,2.26667,-299880,-55080
11,51,3,0,0,2.26667,-299880,-55080
11,51,4,0,0,2.26667,-299880,-55080
11,51,5,0,0,2.26667,-299880,-55080
11,51,6,0,0,2.26667,-299880,-55080
11,51,7,0,0,2.26667,-299880,-55080
11,51,8,0,0,2.26667,-299880,-55080
11,51,9,0,0,2.26667,-299880,-55080
11,51,10,0,0,2.26667,-299880,-55080
11,51,11,0,0,2.26667,-299880,-55080
11,51,12,0,0,2.26667,-299880,-55080
11,51,13,0,0,2.26667,-299880,-55080
11,51,14,0,0,2.26597,-299787,-55063
11,51,15,0,0,0.0428221,-5665.37,-1040.58
11,52,1,0,0,2.26667,-299880,-55080
11,52,2,0,0,2.26667,-299880,-55080
11,52,3,0,0,2.26667,-299880,-55080
11,52,4,0,0,2.26667,-299880,-55080
11,52,5,0,0,2.26667,-299880,-55080
11,52,6,0,0,2.26667,-299880,-55080
11,52,7,0,0,2.26667,-299880,-55080
11,52,8,0,0,2.26667,-299880,-55080
11,52,9,0,0,2.26667,-299880,-55080
11,52,10,0,0,2.26667,-299880,-55080
11,52,11,0,0,2.26667,-299880,-55080
11,52,12,0,0,2.26667,-299880,-55080
11,52,13,0,0,2.26667,-299880,-55080
11,52,14,0,0,2.2538,-298178,-54767.3
11,52,15,0,0,0.00443633,-586.927,-107.803
11,53,1,0,0,2.26667,-299880,-55080
11,53,2,0,0,2.26667,-299880,-55080
11,53,3,0,0,2.26667,-299880,-55080
11,53,4,0,0,2.26667,-299880,-55080
11,53,5,0,0,2.26667,-299880,-55080
11,53,6,0,0,2.26667,-299880,-55080
11,53,7,0,0,2.26667,-299880,-55080
11,53,8,0,0,2.26667,-299880,-55080
11,53,9,0,0,2.26667,-299880,-55080
11,53,10,0,0,2.26667,-299880,-55080
11,53,11,0,0,2.26667,-299880,-55080
11,53,12,0,0,2.26667,-299880,-55080
11,53,13,0,0,2.26667,-299880,-55080
11,53,14,0,0,2.25201,-297941,-54723.9
11,53,15,0,0,0.00109241,-144.525,-26.5455
11,54,1,0,0,2.26667,-299880,-55080
11,54,2,0,0,2.26667,-299880,-55080
11,54,3,0,0,2.26667,-299880,-55080
11,54,4,0,0,2.26667,-299880,-55080
11,54,5,0,0,2.26667,-299880,-55080
11,54,6,0,0,2.26667,-299880,-55080
11,54,7,0,0,2.26667,-299880,-55080
11,54,8,0,0,2.26667,-299880,-55080
11,54,9,0,0,2.26667,-299880,-55080
11,54,10,0,0,2.26667,-299880,-55080
11,54,11,0,0,2.26667,-299880,-55080
11,54,12,0,0,2.26667,-299880,-55080
11,54,13,0,0,2.26667,-299880,-55080
11,54,14,0,0,2.26443,-299584,-55025.6
11,54,15,0,0,0.00970344,-1283.77,-235.794
11,55,1,0,0,2.26667,-299880,-55080
11,55,2,0,0,2.26667,-299880,-55080
11,55,3,0,0,2.26667,-299880,-55080
11,55,4,0,0,2.26667,-299880,-55080
11,55,5,0,0,2.26667,-299880,-55080
11,55,6,0,0,2.26667,-299880,-55080
11,55,7,0,0,2.26667,-299880,-55080
11,55,8,0,0,2.26667,-299880,-55080
11,55,9,0,0,2.26667,-299880,-55080
11,55,10,0,0,2.26667,-299880,-55080
11,55,11,0,0,2.26667,-299880,-55080
11,55,12,0,0,2.26667,-299880,-55080
11,55,13,0,0,2.26667,-299880,-55080
11,55,14,0,0,2.22138,-293889,-53979.6
11,56,1,0,0,2.26667,-299880,-55080
11,56,2,0,0,2.26667,-299880,-55080
11,56,3,0,0,2.26667,-299880,-55080
11,56,4,0,0,2.26667,-299880,-55080
11,56,5,0,0,2.26667,-299880,-55080
11,56,6,0,0,2.26667,-299880,-55080
11,56,7,0,0,2.26667,-299880,-55080
11,56,8,0,0,2.26667,-299880,-55080
11,56,9,0,0,2.26667,-299880,-55080
11,56,10,0,0,2.26667,-299880,-55080
11,56,11,0,0,2.26667,-299880,-55080
11,56,12,0,0,2.26667,-299880,-55080
11,56,13,0,0,2.26667,-299880,-55080
11,56,14,0,0,2.07702,-274790,-50471.6
11,57,1,0,0,2.26667,-299880,-55080
11,57,2,0,0,2.26667,-299880,-55080
11,57,3,0,0,2.26667,-299880,-55080
11,57,4,0,0,2.26667,-299880,-55080
11,57,5,0,0,2.26667,-299880,-55080
11,57,6,0,0,2.26667,-299880,-55080
11,57,7,0,0,2.26667,-299880,-55080
11,57,8,0,0,2.26667,-299880,-55080
11,57,9,0,0,2.26667,-299880,-55080
11,57,10,0,0,2.26667,-299880,-55080
11,57,11,0,0,2.26667,-299880,-55080
11,57,12,0,0,2.26667,-299880,-55080
11,57,13,0,0,2.26667,-299880,-55080
11,57,14,0,0,1.8923,-250351,-45982.8
11,58,1,0,0,2.26667,-299880,-55080
11,58,2,0,0,2.26667,-299880,-55080
11,58,3,0,0,2.26667,-299880,-55080
11,58,4,0,0,2.26667,-299880,-55080
11,58,5,0,0,2.26667,-299880,-55080
11,58,6,0,0,2.26667,-299880,-55080
11,58,7,0,0,2.26667,-299880,-55080
11,58,8,0,0,2.26667,-299880,-55080
11,58,9,0,0,2.26667,-299880,-55080
11,58,10,0,0,2.26667,-299880,-55080
11,58,11,0,0,2.26667,-299880,-55080
11,58,12,0,0,2.26667,-299880,-55080
11,58,13,0,0,2.26667,-299880,-55080
11,58,14,0,0,1.84995,-244748,-44953.7
11,59,1,0,0,2.26667,-299880,-55080
11,59,2,0,0,2.26667,-299880,-55080
11,59,3,0,0,2.26667,-299880,-55080
11,59,4,0,0,2.26667,-299880,-55080
11,59,5,0,0,2.26667,-299880,-55080
11,59,6,0,0,2.26667,-299880,-55080
11,59,7,0,0,2.26667,-299880,-55080
11,59,8,0,0,2.26667,-299880,-55080
11,59,9,0,0,2.26667,-299880,-55080
11,59,10,0,0,2.26667,-299880,-55080
11,59,11,0,0,2.26667,-299880,-55080
11,59,12,0,0,2.26667,-299880,-55080
11,59,13,0,0,2.26667,-299880,-55080
11,59,14,0,0,1.84281,-243804,-44780.4
11,60,1,0,0,2.26667,-299880,-55080
11,60,2,0,0,2.26667,-299880,-55080
11,60,3,0,0,2.26667,-299880,-55080
11,60,4,0,0,2.26667,-299880,-55080
11,60,5,0,0,2.26667,-299880,-55080
11,60,6,0,0,2.26667,-299880,-55080
11,60,7,0,0,2.26667,-299880,-55080
11,60,8,0,0,2.26667,-299880,-55080
11,60,9,0,0,2.26667,-299880,-55080
11,60,10,0,0,2.26667,-299880,-55080
11,60,11,0,0,2.26667,-299880,-55080
11,60,12,0,0,2.26667,-299880,-55080
11,60,13,0,0,2.26667,-299880,-55080
11,60,14,0,0,1.6164,-213850,-39278.5
12,1,1,0,0,2.26667,-299880,-55080
12,1,2,0,0,2.26667,-299880,-55080
12,1,3,0,0,2.26667,-299880,-55080
12,1,4,0,0,2.26667,-299880,-55080
12,1,5,0,0,2.26667,-299880,-55080
12,1,6,0,0,2.26667,-299880,-55080
12,1,7,0,0,2.26667,-299880,-55080
12,1,8,0,0,2.26667,-299880,-55080
12,1,9,0,0,2.26667,-299880,-55080
12,1,10,0,0,2.26667,-299880,-55080
12,1,11,0,0,2.26667,-299880,-55080
12,1,12,0,0,2.26667,-299880,-55080
12,1,13,0,0,2.26667,-299880,-55080
12,1,14,0,0,2.26667,-299880,-55080
12,1,15,0,0,0.153889,-20359.6,-3739.51
12,2,1,0,0,2.26667,-299880,-55080
12,2,2,0,0,2.26667,-299880,-55080
12,2,3,0,0,2.26667,-299880,-55080
12,2,4,0,0,2.26667,-299880,-55080
12,2,5,0,0,2.26667,-299880,-55080
12,2,6,0,0,2.26667,-299880,-55080
12,2,7,0,0,2.26667,-299880,-55080
12,2,8,0,0,2.26667,-299880,-55080
12,2,9,0,0,2.26667,-299880,-55080
12,2,10,0,0,2.26667,-299880,-55080
12,2,11,0,0,2.26667,-299880,-55080
12,2,12,0,0,2.26667,-299880,-55080
12,2,13,0,0,2.26667,-299880,-55080
12,2,14,0,0,2.26667,-299880,-55080
12,2,15,0,0,0.164243,-21729.4,-3991.11
12,3,1,0,0,2.26667,-299880,-55080
12,3,2,0,0,2.26667,-299880,-55080
12,3,3,0,0,2.26667,-299880,-55080
12,3,4,0,0,2.26667,-299880,-55080
12,3,5,0,0,2.26667,-299880,-55080
12,3,6,0,0,2.26667,-299880,-55080
12,3,7,0,0,2.26667,-299880,-55080
12,3,8,0,0,2.26667,-299880,-55080
12,3,9,0,0,2.26667,-299880,-55080
12,3,10,0,0,2.26667,-299880,-55080
12,3,11,0,0,2.26667,-299880,-55080
12,3,12,0,0,2.26667,-299880,-55080
12,3,13,0,0,2.26667,-299880,-55080
12,3,14,0,0,2.26667,-299880,-55080
12,3,15,0,0,0.174598,-23099.3,-4242.73
12,4,1,0,0,2.26667,-299880,-55080
12,4,2,0,0,2.26667,-299880,-55080
12,4,3,0,0,2.26667,-299880,-55080
12,4,4,0,0,2.26667,-299880,-55080
12,4,5,0,0,2.26667,-299880,-55080
12,4,6,0,0,2.26667,-299880,-55080
12,4,7,0,0,2.26667,-299880,-55080
12,4,8,0,0,2.26667,-299880,-55080
12,4,9,0,0,2.26667,-299880,-55080
12,4,10,0,0,2.26667,-299880,-55080
12,4,11,0,0,2.26667,-299880,-55080
12,4,12,0,0,2.26667,-299880,-55080
12,4,13,0,0,2.26667,-299880,-55080
12,4,14,0,0,2.26667,-299880,-55080
12,4,15,0,0,0.176465,-23346.3,-4288.09
12,5,1,0,0,2.26667,-299880,-55080
12,5,2,0,0,2.26667,-299880,-55080
12,5,3,0,0,2.26667,-299880,-55080
12,5,4,0,0,2.26667,-299880,-55080
12,5,5,0,0,2.26667,-299880,-55080
12,5,6,0,0,2.26667,-299880,-55080
12,5,7,0,0,2.26667,-299880,-55080
12,5,8,0,0,2.26667,-299880,-55080
12,5,9,0,0,2.26667,-299880,-55080
12,5,10,0,0,2.26667,-299880,-55080
12,5,11,0,0,2.26667,-299880,-55080
12,5,12,0,0,2.26667,-299880,-55080
12,5,13,0,0,2.26667,-299880,-55080
12,5,14,0,0,2.26667,-299880,-55080
12,5,15,0,0,0.150511,-19912.6,-3657.42
12,6,1,0,0,2.26667,-299880,-55080
12,6,2,0,0,2.26667,-299880,-55080
12,6,3,0,0,2.26667,-299880,-55080
12,6,4,0,0,2.26667,-299880,-55080
12,6,5,0,0,2.26667,-299880,-55080
12,6,6,0,0,2.26667,-299880,-55080
12,6,7,0,0,2.26667,-299880,-55080
12,6,8,0,0,2.26667,-299880,-55080
12,6,9,0,0,2.26667,-299880,-55080
12,6,10,0,0,2.26667,-299880,-55080
12,6,11,0,0,2.26667,-299880,-55080
12,6,12,0,0,2.26667,-299880,-55080
12,6,13,0,0,2.26667,-299880,-55080
12,6,14,0,0,2.26667,-299880,-55080
12,6,15,0,0,0.1471,-19461.3,-3574.53
12,7,1,0,0,2.26667,-299880,-55080
12,7,2,0,0,2.26667,-299880,-55080
12,7,3,0,0,2.26667,-299880,-55080
12,7,4,0,0,2.26667,-299880,-55080
12,7,5,0,0,2.26667,-299880,-55080
12,7,6,0,0,2.26667,-299880,-55080
12,7,7,0,0,2.26667,-299880,-55080
12,7,8,0,0,2.26667,-299880,-55080
12,7,9,0,0,2.26667,-299880,-55080
12,7,10,0,0,2.26667,-299880,-55080
12,7,11,0,0,2.26667,-299880,-55080
12,7,12,0,0,2.26667,-299880,-55080
12,7,13,0,0,2.26667,-299880,-55080
12,7,14,0,0,2.26667,-299880,-55080
12,7,15,0,0,0.236494,-31288.2,-5746.81
12,8,1,0,0,2.26667,-299880,-55080
12,8,2,0,0,2.26667,-299880,-55080
12,8,3,0,0,2.26667,-299880,-55080
12,8,4,0,0,2.26667,-299880,-55080
12,8,5,0,0,2.26667,-299880,-55080
12,8,6,0,0,2.26667,-299880,-55080
12,8,7,0,0,2.26667,-299880,-55080
12,8,8,0,0,2.26667,-299880,-55080
12,8,9,0,0,2.26667,-299880,-55080
12,8,10,0,0,2.26667,-299880,-55080
12,8,11,0,0,2.26667,-299880,-55080
12,8,12,0,0,2.26667,-299880,-55080
12,8,13,0,0,2.26667,-299880,-55080
12,8,14,0,0,2.26667,-299880,-55080
12,8,15,0,0,0.310879,-41129.2,-7554.35
12,9,1,0,0,2.26667,-299880,-55080
12,9,2,0,0,2.26667,-299880,-55080
12,9,3,0,0,2.26667,-299880,-55080
12,9,4,0,0,2.26667,-299880,-55080
12,9,5,0,0,2.26667,-299880,-55080
12,9,6,0,0,2.26667,-299880,-55080
12,9,7,0,0,2.26667,-299880,-55080
12,9,8,0,0,2.26667,-299880,-55080
12,9,9,0,0,2.26667,-299880,-55080
12,9,10,0,0,2.26667,-299880,-55080
12,9,11,0,0,2.26667,-299880,-55080
12,9,12,0,0,2.26667,-299880,-55080
12,9,13,0,0,2.26667,-299880,-55080
12,9,14,0,0,2.26667,-299880,-55080
12,9,15,0,0,0.335273,-44356.6,-8147.13
12,10,1,0,0,2.26667,-299880,-55080
12,10,2,0,0,2.26667,-299880,-55080
12,10,3,0,0,2.26667,-299880,-55080
12,10,4,0,0,2.26667,-299880,-55080
12,10,5,0,0,2.26667,-299880,-55080
12,10,6,0,0,2.26667,-299880,-55080
12,10,7,0,0,2.26667,-299880,-55080
12,10,8,0,0,2.26667,-299880,-55080
12,10,9,0,0,2.26667,-299880,-55080
12,10,10,0,0,2.26667,-299880,-55080
12,10,11,0,0,2.26667,-299880,-55080
12,10,12,0,0,2.26667,-299880,-55080
12,10,13,0,0,2.26667,-299880,-55080
12,10,14,0,0,2.26667,-299880,-55080
12,10,15,0,0,0.350361,-46352.8,-8513.77
12,11,1,0,0,2.26667,-299880,-55080
12,11,2,0,0,2.26667,-299880,-55080
12,11,3,0,0,2.26667,-299880,-55080
12,11,4,0,0,2.26667,-299880,-55080
12,11,5,0,0,2.26667,-299880,-55080
12,11,6,0,0,2.26667,-299880,-55080
12,11,7,0,0,2.26667,-299880,-55080
12,11,8,0,0,2.26667,-299880,-55080
12,11,9,0,0,2.26667,-299880,-55080
12,11,10,0,0,2.26667,-299880,-55080
12,11,11,0,0,2.26667,-299880,-55080
12,11,12,0,0,2.26667,-299880,-55080
12,11,13,0,0,2.26667,-299880,-55080
12,11,14,0,0,2.26667,-299880,-55080
12,11,15,0,0,0.347956,-46034.5,-8455.33
12,12,1,0,0,2.26667,-299880,-55080
12,12,2,0,0,2.26667,-299880,-55080
12,12,3,0,0,2.26667,-299880,-55080
12,12,4,0,0,2.26667,-299880,-55080
12,12,5,0,0,2.26667,-299880,-55080
12,12,6,0,0,2.26667,-299880,-55080
12,12,7,0,0,2.26667,-299880,-55080
12,12,8,0,0,2.26667,-299880,-55080
12,12,9,0,0,2.26667,-299880,-55080
12,12,10,0,0,2.26667,-299880,-55080
12,12,11,0,0,2.26667,-299880,-55080
12,12,12,0,0,2.26667,-299880,-55080
12,12,13,0,0,2.26667,-299880,-55080
12,12,14,0,0,2.26667,-299880,-55080
12,12,15,0,0,0.338173,-44740.4,-8217.62
12,13,1,0,0,2.26667,-299880,-55080
12,13,2,0,0,2.26667,-299880,-55080
12,13,3,0,0,2.26667,-299880,-55080
12,13,4,0,0,2.26667,-299880,-55080
12,13,5,0,0,2.26667,-299880,-55080
12,13,6,0,0,2.26667,-299880,-55080
12,13,7,0,0,2.26667,-299880,-55080
12,13,8,0,0,2.26667,-299880,-55080
12,13,9,0,0,2.26667,-299880,-55080
12,13,10,0,0,2.26667,-299880,-55080
12,13,11,0,0,2.26667,-299880,-55080
12,13,12,0,0,2.26667,-299880,-55080
12,13,13,0,0,2.26667,-299880,-55080
12,13,14,0,0,2.26667,-299880,-55080
12,13,15,0,0,0.332345,-43969.2,-8075.97
12,14,1,0,0,2.26667,-299880,-55080
12,14,2,0,0,2.26667,-299880,-55080
12,14,3,0,0,2.26667,-299880,-55080
12,14,4,0,0,2.26667,-299880,-55080
12,14,5,0,0,2.26667,-299880,-55080
12,14,6,0,0,2.26667,-299880,-55080
12,14,7,0,0,2.26667,-299880,-55080
12,14,8,0,0,2.26667,-299880,-55080
12,14,9,0,0,2.26667,-299880,-55080
12,14,10,0,0,2.26667,-299880,-55080
12,14,11,0,0,2.26667,-299880,-55080
12,14,12,0,0,2.26667,-299880,-55080
12,14,13,0,0,2.26667,-299880,-55080
12,14,14,0,0,2.26667,-299880,-55080
12,14,15,0,0,0.374653,-49566.6,-9104.06
12,15,1,0,0,2.26667,-299880,-55080
12,15,2,0,0,2.26667,-299880,-55080
12,15,3,0,0,2.26667,-299880,-55080
12,15,4,0,0,2.26667,-299880,-55080
12,15,5,0,0,2.26667,-299880,-55080
12,15,6,0,0,2.26667,-299880,-55080
12,15,7,0,0,2.26667,-299880,-55080
12,15,8,0,0,2.26667,-299880,-55080
12,15,9,0,0,2.26667,-299880,-55080
12,15,10,0,0,2.26667,-299880,-55080
12,15,11,0,0,2.26667,-299880,-55080
12,15,12,0,0,2.26667,-299880,-55080
12,15,13,0,0,2.26667,-299880,-55080
12,15,14,0,0,2.26667,-299880,-55080
12,15,15,0,0,0.398043,-52661.1,-9672.44
12,16,1,0,0,2.26667,-299880,-55080
12,16,2,0,0,2.26667,-299880,-55080
12,16,3,0,0,2.26667,-299880,-55080
12,16,4,0,0,2.26667,-299880,-55080
12,16,5,0,0,2.26667,-299880,-55080
12,16,6,0,0,2.26667,-299880,-55080
12,16,7,0,0,2.26667,-299880,-55080
12,16,8,0,0,2.26667,-299880,-55080
12,16,9,0,0,2.26667,-299880,-55080
12,16,10,0,0,2.26667,-299880,-55080
12,16,11,0,0,2.26667,-299880,-55080
12,16,12,0,0,2.26667,-299880,-55080
12,16,13,0,0,2.26667,-299880,-55080
12,16,14,0,0,2.26667,-299880,-55080
12,16,15,0,0,0.427505,-56558.9,-10388.4
12,17,1,0,0,2.26667,-299880,-55080
12,17,2,0,0,2.26667,-299880,-55080
12,17,3,0,0,2.26667,-299880,-55080
12,17,4,0,0,2.26667,-299880,-55080
12,17,5,0,0,2.26667,-299880,-55080
12,17,6,0,0,2.26667,-299880,-55080
12,17,7,0,0,2.26667,-299880,-55080
12,17,8,0,0,2.26667,-299880,-55080
12,17,9,0,0,2.26667,-299880,-55080
12,17,10,0,0,2.26667,-299880,-55080
12,17,11,0,0,2.26667,-299880,-55080
12,17,12,0,0,2.26667,-299880,-55080
12,17,13,0,0,2.26667,-299880,-55080
12,17,14,0,0,2.26667,-299880,-55080
12,17,15,0,0,0.465682,-61609.8,-11316.1
12,18,1,0,0,2.26667,-299880,-55080
12,18,2,0,0,2.26667,-299880,-55080
12,18,3,0,0,2.26667,-299880,-55080
12,18,4,0,0,2.26667,-299880,-55080
12,18,5,0,0,2.26667,-299880,-55080
12,18,6,0,0,2.26667,-299880,-55080
12,18,7,0,0,2.26667,-299880,-55080
12,18,8,0,0,2.26667,-299880,-55080
12,18,9,0,0,2.26667,-299880,-55080
12,18,10,0,0,2.26667,-299880,-55080
12,18,11,0,0,2.26667,-299880,-55080
12,18,12,0,0,2.26667,-299880,-55080
12,18,13,0,0,2.26667,-299880,-55080
12,18,14,0,0,2.26667,-299880,-55080
12,18,15,0,0,0.488217,-64591.1,-11863.7
12,19,1,0,0,2.26667,-299880,-55080
12,19,2,0,0,2.26667,-299880,-55080
12,19,3,0,0,2.26667,-299880,-55080
12,19,4,0,0,2.26667,-299880,-55080
12,19,5,0,0,2.26667,-299880,-55080
12,19,6,0,0,2.26667,-299880,-55080
12,19,7,0,0,2.26667,-299880,-55080
12,19,8,0,0,2.26667,-299880,-55080
12,19,9,0,0,2.26667,-299880,-55080
12,19,10,0,0,2.26667,-299880,-55080
12,19,11,0,0,2.26667,-299880,-55080
12,19,12,0,0,2.26667,-299880,-55080
12,19,13,0,0,2.26667,-299880,-55080
12,19,14,0,0,2.26667,-299880,-55080
12,19,15,0,0,0.508308,-67249.2,-12351.9
12,20,1,0,0,2.26667,-299880,-55080
12,20,2,0,0,2.26667,-299880,-55080
12,20,3,0,0,2.26667,-299880,-55080
12,20,4,0,0,2.26667,-299880,-55080
12,20,5,0,0,2.26667,-299880,-55080
12,20,6,0,0,2.26667,-299880,-55080
12,20,7,0,0,2.26667,-299880,-55080
12,20,8,0,0,2.26667,-299880,-55080
12,20,9,0,0,2.26667,-299880,-55080
12,20,10,0,0,2.26667,-299880,-55080
12,20,11,0,0,2.26667,-299880,-55080
12,20,12,0,0,2.26667,-299880,-55080
12,20,13,0,0,2.26667,-299880,-55080
12,20,14,0,0,2.26667,-299880,-55080
12,20,15,0,0,0.523066,-69201.6,-12710.5
12,21,1,0,0,2.26667,-299880,-55080
12,21,2,0,0,2.26667,-299880,-55080
12,21,3,0,0,2.26667,-299880,-55080
12,21,4,0,0,2.26667,-299880,-55080
12,21,5,0,0,2.26667,-299880,-55080
12,21,6,0,0,2.26667,-299880,-55080
12,21,7,0,0,2.26667,-299880,-55080
12,21,8,0,0,2.26667,-299880,-55080
12,21,9,0,0,2.26667,-299880,-55080
12,21,10,0,0,2.26667,-299880,-55080
12,21,11,0,0,2.26667,-299880,-55080
12,21,12,0,0,2.26667,-299880,-55080
12,21,13,0,0,2.26667,-299880,-55080
12,21,14,0,0,2.26667,-299880,-55080
12,21,15,0,0,0.537445,-71103.9,-13059.9
12,22,1,0,0,2.26667,-299880,-55080
12,22,2,0,0,2.26667,-299880,-55080
12,22,3,0,0,2.26667,-299880,-55080
12,22,4,0,0,2.26667,-299880,-55080
12,22,5,0,0,2.26667,-299880,-55080
12,22,6,0,0,2.26667,-299880,-55080
12,22,7,0,0,2.26667,-299880,-55080
12,22,8,0.0719969,0.0481098,2.36111,-238961,-57375
12,22,9,0.116155,0.0902022,2.50926,-200066,-60975
12,22,10,0.0937631,0.0858171,2.47037,-215859,-60030
12,22,11,0.0337235,0.0299764,2.35741,-274198,-57285
12,22,12,0,0,2.26667,-299880,-55080
12,22,13,0,0,2.26667,-299880,-55080
12,22,14,0,0,2.26667,-299880,-55080
12,22,15,0,0,0.552436,-73087.3,-13424.2
12,23,1,0,0,2.26667,-299880,-55080
12,23,2,0,0,2.26667,-299880,-55080
12,23,3,0,0,2.26667,-299880,-55080
12,23,4,0,0,2.26667,-299880,-55080
12,23,5,0,0,2.26667,-299880,-55080
12,23,6,0,0,2.26667,-299880,-55080
12,23,7,0,0,2.26667,-299880,-55080
12,23,8,0.00871828,0.0061028,2.27704,-292558,-55332
12,23,9,0.0617435,0.0417186,2.37926,-251124,-57816
12,23,10,0.0622014,0.0482462,2.41593,-251643,-58707
12,23,11,0.0756562,0.0715886,2.41296,-230694,-58635
12,23,12,0.0265,0.0277619,2.33333,-277512,-56700
12,23,13,0.00642684,0.00685529,2.29074,-295586,-55665
12,23,14,0,0,2.28148,-301840,-55440
12,23,15,0,0,0.567439,-75072.2,-13788.8
12,24,1,0,0,2.26667,-299880,-55080
12,24,2,0,0,2.26667,-299880,-55080
12,24,3,0,0,2.26667,-299880,-55080
12,24,4,0,0,2.26667,-299880,-55080
12,24,5,0,0,2.26667,-299880,-55080
12,24,6,0,0,2.26667,-299880,-55080
12,24,7,0,0,2.26667,-299880,-55080
12,24,8,0,0,2.26667,-299880,-55080
12,24,9,0,0,2.26667,-299880,-55080
12,24,10,0,0,2.26667,-299880,-55080
12,24,11,0.00776241,0.00819365,2.27593,-292167,-55305
12,24,12,0.0379475,0.0387908,2.32778,-263839,-56565
12,24,13,0.0834519,0.0922786,2.4463,-218405,-59445
12,24,14,0.0774074,0.0892592,2.4,-220069,-58320
12,24,15,0.0324268,0.0391366,0.583074,-67028.3,-14168.7
12,25,1,0,0,2.26667,-299880,-55080
12,25,2,0,0,2.26667,-299880,-55080
12,25,3,0,0,2.26667,-299880,-55080
12,25,4,0,0,2.26667,-299880,-55080
12,25,5,0,0,2.26667,-299880,-55080
12,25,6,0,0,2.26667,-299880,-55080
12,25,7,0,0,2.26667,-299880,-55080
12,25,8,0,0,2.26667,-299880,-55080
